Molecule_ID,InChIKey,SMILES,alpha,beta,delta,gamma
CFMOL_010328,NKNADNLRHUVIAR-HNNXBMFYSA-N,CC(=O)Nc1nc(C)c(-c2cc3c(c(S(=O)(=O)Nc4ccc(S(C)(=O)=O)cc4)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,,,158.0,1.0
CFMOL_010329,NKNMJTOLLHGHAM-UHFFFAOYSA-N,CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(C4CC4)[nH]3)c2)c1,,,50.0,50.0
CFMOL_010330,NKNRBAKHXPVQPH-UHFFFAOYSA-N,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(N(C)C(C)C)CC4)c(C)sc23)cc1NS(C)(=O)=O,,,6.5,
CFMOL_010331,NKNSMRWBHMCQTM-GOSISDBHSA-N,Cc1ccc(-c2ccn3nc(N)nc3c2)c(F)c1C(=O)NCC[C@@H](O)c1ccc(C(F)(F)F)cc1,,,15000.0,
CFMOL_010332,NKNSMRWBHMCQTM-SFHVURJKSA-N,Cc1ccc(-c2ccn3nc(N)nc3c2)c(F)c1C(=O)NCC[C@H](O)c1ccc(C(F)(F)F)cc1,,,15000.0,
CFMOL_010333,NKNSMRWBHMCQTM-UHFFFAOYSA-N,Cc1ccc(-c2ccn3nc(N)nc3c2)c(F)c1C(=O)NCCC(O)c1ccc(C(F)(F)F)cc1,,,15000.0,
CFMOL_010334,NKUQRYRIXLCJJV-LBPRGKRZSA-N,COc1cc(-c2nc3c(c(C(C)(C)O)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,480.0,,,
CFMOL_010335,NKUZJBSPPZOANM-AWEZNQCLSA-N,C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2c(F)cccc2c(=O)n1-c1cc(F)cc(F)c1,1000.0,1000.0,100.0,1000.0
CFMOL_010336,NKVLPQBTJGCDKB-YPHZTSLFSA-N,C[C@H](Nc1ncnc(N)c1C#N)C1Nn2ccc(Cc3cccc(O)c3)c2C(=O)N1c1ccccc1,,,36.0,
CFMOL_010337,NKYSWGZBLDIKKN-NSHDSACASA-N,CC(=O)N1C[C@H](C)N(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2F)C(=O)C1(C)C,,,0.2,
CFMOL_010338,NKZNDGULUHLORP-ZDUSSCGKSA-N,Cc1nc(N)nc(N[C@@H](C)c2nc3ccn(C)c3cc2N2CCNCC2)c1C#N,,,0.7,
CFMOL_010339,NLACYKFDBVEXQD-UHFFFAOYSA-N,Cc1ncnc(N2CCn3c(C)cnc3C2)c1C#Cc1ccc(N)nc1,60.0,,,
CFMOL_010340,NLAFCFUVNPEKMI-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1ccc(O)cc1)nn2Cc1nc2cccc(C#CCCCC(=O)O)c2c(=O)n1Cc1ccccc1Cl,,,12.0,20.0
CFMOL_010341,NLBFMNKCSLRWGV-LJQANCHMSA-N,Cc1nc(NC(=O)N2CCC[C@]2(C(N)=O)C(F)F)sc1-c1ccnc(C(C)(C)C)n1,130.0,,,
CFMOL_010342,NLBYCUXABQDWDS-UHFFFAOYSA-N,O=S(=O)(Cc1ccc(F)cc1)c1cc(-c2ccc3c(c2)OCCN3)cc(N2CCOCC2)c1,5900.0,,,
CFMOL_010343,NLCRTVPBMRDEFH-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,272.0,,,
CFMOL_010344,NLCWYKNIMBURPQ-UHFFFAOYSA-N,Cc1nc(N)c2ncc(-c3cc(S(=O)(=O)NC45COC(C)(C4)C5)ccc3C)n2n1,,,500.0,100.0
CFMOL_010345,NLDJVYUQOPIMNA-KDURUIRLSA-N,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](OC)C2)c(=O)n4C)cn1,321.0,,,
CFMOL_010346,NLDJVYUQOPIMNA-UHFFFAOYSA-N,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CC(OC)C2)c(=O)n4C)cn1,321.0,,,
CFMOL_010347,NLECVRADPCHQKM-UHFFFAOYSA-N,COCCOc1cc(F)ccc1-c1c(-c2cnn(CC(C)(C)C)c2)nc(-c2ccc3c(c2)CCNC3)c2ccsc12,15000.0,,,
CFMOL_010348,NLEGBCGCFXQUDF-INIZCTEOSA-N,CC(=O)N1CCN(c2cccc(-c3cc(-c4cnn(C[C@H](C)O)c4)c4c(N)ncnn34)c2)C(=O)C1(C)C,,,2.0,
CFMOL_010349,NLFBYALZHYLGLW-UHFFFAOYSA-N,CC(=O)N1CCN(c2cccc(-c3cc(-c4cnnn4C(C)C)c4c(N)ncnn34)c2)C2(CC2)C1,,,4.0,
CFMOL_010350,NLGHRXMJQVQRLQ-UHFFFAOYSA-N,COC1CCN(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1,,,4.0,
CFMOL_010351,NLHOMSFVCRYSTJ-UHFFFAOYSA-N,Cc1ccccc1-c1nc2ccccc2cc1Cn1nc(-c2ccc3ncnc(N)c3c2)c2c(N)ncnc21,,,100.0,100.0
CFMOL_010352,NLHXYFCSZPHVIO-UHFFFAOYSA-N,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(C#N)c(C)c1-c1cnn(C)c1,,,10.0,
CFMOL_010353,NLIIHZCKEGAEGL-DKICVRJWSA-N,Cc1ccc([C@](O)(CO)C(F)(F)F)cc1-c1cnc(N)c(C(=O)N[C@H]2CCCC[C@@H]2O)n1,,,500.0,100.0
CFMOL_010354,NLIIHZCKEGAEGL-XXDIHHBTSA-N,[2H]C([2H])([2H])c1ccc([C@](O)(CO)C(F)(F)F)cc1-c1cnc(N)c(C(=O)N[C@H]2CCCC[C@@H]2O)n1,,,500.0,100.0
CFMOL_010355,NLJVYVXGYLMSID-HNNXBMFYSA-N,Cc1ccnc2c(C(=O)N[C@@H](C)c3cc4cccc(Cl)c4c(=O)n3-c3ccccc3)c(N)nn12,,,5500.0,750.0
CFMOL_010356,NLJXTKQZONNZQL-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2cncc3ccccc23)c(NC(=O)c2csc3ccccc23)c1,5500.0,,,
CFMOL_010357,NLKBXYZEDAMSSX-UHFFFAOYSA-N,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3ccn(CCO)c3n2)cc1,5.0,,,
CFMOL_010358,NLLICQMBXSLJAS-UHFFFAOYSA-N,c1cc(-c2ccc3ccncc3c2)c2cc[nH]c2c1,31622.800000000003,15848.9,3981.0,15848.9
CFMOL_010359,NLNBVPURMACCHY-AWEZNQCLSA-N,Nc1ncc(Cl)c(N2CC[C@H]2c2nn3ccc(Cl)c3c(=O)n2-c2ccccc2)n1,,,59.0,182.0
CFMOL_010360,NLNIZBXJXWGGBP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(NC(=O)NC5CC5)cc4)nc(N4CC5CCC(C4)O5)c3s2)CC1,179.0,,,
CFMOL_010361,NLNPFTGLMMZBJA-IBGZPJMESA-N,CC#Cc1cccc2nc([C@H](CC)Nc3ncnc(N)c3-c3nnc(C)o3)n(-c3ccccc3)c(=O)c12,3000.0,3000.0,27.0,704.0
CFMOL_010362,NLOIEZCMLVPLDP-UHFFFAOYSA-N,COC(=O)c1ccc(-c2cc(Cl)c3c(N)ncnn23)cc1N1CCN(C(C)=O)C(C)(C)C1=O,,,2.0,
CFMOL_010363,NLOWESSVNLHCLR-KRWDZBQOSA-N,COc1ncc(N2CCOc3cnc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)cc32)cc1C(F)(F)F,341.0,,9.0,
CFMOL_010364,NLPAQCHZGISERZ-UHFFFAOYSA-N,N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,35.0,95.0,238.0,289.0
CFMOL_010365,NLPLFNLMHHBEKR-UHFFFAOYSA-N,CC(C)Cn1nc(C(=O)N2CCOCC2)c2c1-c1ccccc1S(=O)(=O)C2,960.0,960.0,960.0,960.0
CFMOL_010366,NLQFQCUGOIAFTB-UHFFFAOYSA-N,CCn1nc2ccc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)c3c2c1C(=O)NC3c1cc(F)ccc1Cl,250.0,,,
CFMOL_010367,NLQHIZHRKYGMLL-UHFFFAOYSA-N,Cc1ncnc(N2CCC(O)(Cc3ccccc3)CC2)c1C#Cc1ccc(N)nc1,70.0,,,
CFMOL_010368,NLRPOLHEDYFDBC-LBPRGKRZSA-N,C[C@@H](C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(C)(=O)=O)c2C1=O,351.0,,560.0,2.4
CFMOL_010369,NLSKKJGVAFCKRC-UHFFFAOYSA-N,Cc1ncc(-c2cn3c(-c4cc(S(=O)(=O)NC5CCC(O)CC5)ccc4C)cnc3c(N)n2)s1,,,500.0,100.0
CFMOL_010370,NLSRIQGXBVAKNW-UHFFFAOYSA-N,CC(=O)N1CCC(n2nc(-c3cc4ccc(O)cc4[nH]3)c3c(N)ncnc32)CC1,50.0,,25.0,25.0
CFMOL_010371,NLSSKALJOJIUDO-AWEZNQCLSA-N,CO[C@H]1CCN(C(=O)c2cnc3ccc(-c4ccc5oc(N)nc5c4)cn23)C1,100.0,10000.0,10000.0,1000.0
CFMOL_010372,NLSSKALJOJIUDO-CQSZACIVSA-N,CO[C@@H]1CCN(C(=O)c2cnc3ccc(-c4ccc5oc(N)nc5c4)cn23)C1,100.0,10000.0,10000.0,1000.0
CFMOL_010373,NLSSKALJOJIUDO-UHFFFAOYSA-N,COC1CCN(C(=O)c2cnc3ccc(-c4ccc5oc(N)nc5c4)cn23)C1,9680.0,,,
CFMOL_010374,NLTKNMCPSFGLAG-UHFFFAOYSA-N,CN1CCN(c2ccc(-c3ccc4ncc5c(c4n3)N(c3cccc(C(F)(F)F)c3)C(=O)N(C)C5)cn2)CC1,495.6,,,
CFMOL_010375,NLTSUUCKGVRGEB-UHFFFAOYSA-N,COCCCN1CCC(n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)C1,923.0,923.0,923.0,923.0
CFMOL_010376,NLTVTRGCQPTOLZ-UHFFFAOYSA-N,N#Cc1ccc(C(c2c(O)ccc3ccccc23)N2CCCC2=O)cc1,25000.0,,,
CFMOL_010377,NLTZXUWPJKUDJY-UHFFFAOYSA-N,CC(=O)NC1(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)CCN(C(C)=O)CC1,,,3.0,
CFMOL_010378,NLUPPCTVKHDVIQ-GASCZTMLSA-N,COc1ncc(-c2cc(-c3ncc(CN4C[C@@H](C)O[C@@H](C)C4)o3)c3cn[nH]c3c2)cc1NS(C)(=O)=O,398.0,630.9599999999999,0.08,316.0
CFMOL_010379,NLYOPYQRLMGNBN-UHFFFAOYSA-N,CCS(=O)(=O)Nc1cncc(-c2ccc3nc(-c4ncc[nH]4)oc3c2)c1,,,1000.0,250.0
CFMOL_010380,NLZNQTSAEGRBEQ-FQEVSTJZSA-N,O=C(c1nn([C@H]2CCCN(CC3CCOCC3)C2)c2c1CS(=O)(=O)c1ccccc1-2)N1CCOCC1,25.0,25.0,25.0,25.0
CFMOL_010381,NLZNQTSAEGRBEQ-UHFFFAOYSA-N,O=C(c1nn(C2CCCN(CC3CCOCC3)C2)c2c1CS(=O)(=O)c1ccccc1-2)N1CCOCC1,11.0,11.0,11.0,11.0
CFMOL_010382,NLZTVQCFXSQRFU-PHIMTYICSA-N,C[C@@H]1CN(c2nc(N3CCOCC3)c3sc(C(N)=O)cc3n2)C[C@H](C)O1,191.0,,,
CFMOL_010383,NLZZPBNVCBOOKN-UHFFFAOYSA-N,CC(=O)Nc1nc2cc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)ccc2o1,66.0,,,
CFMOL_010384,NMABVUDJQSQPTC-UHFFFAOYSA-N,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCN(C)CC4)csc23)cc1NS(=O)(=O)C1CC1,,,31.0,
CFMOL_010385,NMAOWMCEKUKANB-UHFFFAOYSA-N,CCC(Nc1ncnc2nc[nH]c12)C1=Nc2cccc(Cl)c2S(=O)(=O)N1c1ccccc1,,,81.0,
CFMOL_010386,NMBCXHOZIYNJLW-XCVCLJGOSA-N,COc1ncc(-c2ccc3ncnc(N4CC5CCC(C4)N5C(=O)/C=C/C(C)=O)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3.6,,8.3,
CFMOL_010387,NMBRTSSUGGODPO-UHFFFAOYSA-N,CN(C)C(=O)c1ccc(-c2cc(-c3ccnn3C3CCCCC3)c3c(N)ncnn23)cc1,,,19.0,
CFMOL_010388,NMBSYNWWGZIZDK-UHFFFAOYSA-N,Cc1n[nH]c2c(-c3ccccc3)c(C(C)NC(=O)c3c(N)nn4cccnc34)cc(Cl)c12,,,500.0,100.0
CFMOL_010389,NMBWCSIBYDSOKN-GOSISDBHSA-N,Cc1nc(-c2cn3c(n2)-c2cc([C@@H](C)N4CCN(CC(C)(C)O)CC4)c(F)cc2OCC3)n(C(C)C)n1,,,10.0,
CFMOL_010390,NMBWCSIBYDSOKN-SFHVURJKSA-N,Cc1nc(-c2cn3c(n2)-c2cc([C@H](C)N4CCN(CC(C)(C)O)CC4)c(F)cc2OCC3)n(C(C)C)n1,,,26.8,
CFMOL_010391,NMBYMYGTZWPPOL-UHFFFAOYSA-N,Nc1nc2cc(-c3ccc4ncc(N5CC(N6C7CCC6COC7)C5)nc4n3)ccc2o1,,,10000.0,10000.0
CFMOL_010392,NMDJDBZAJUTOAY-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,195.6,,,
CFMOL_010393,NMDJSKSXBHJZIM-MRXNPFEDSA-N,Cc1cccc2cc(Cn3nc(C#C[C@@H](C)O)c4c(N)ncnc43)n(-c3ccccc3O)c(=O)c12,10000.0,10000.0,100.0,10000.0
CFMOL_010394,NMENIMSOFHGCGL-UHFFFAOYSA-N,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cn(C)cn1,1.0,,,
CFMOL_010395,NMEWYAKKLKLHSV-UHFFFAOYSA-N,CNC(=O)c1cnc(Nc2ccccc2C)c(NC(=O)c2cc(Cl)cc(C(F)(F)F)c2)c1,100.0,,,
CFMOL_010396,NMFFBSHIVVICBG-IQAUEXFUSA-N,CNC(=O)C1CC(N2Cc3c(C#N)c(Cl)cc([C@H](C)n4nc(C)c5c(N)ncnc54)c3O[C@@H](C)C2)C1,,,100.0,
CFMOL_010397,NMFFBSHIVVICBG-UUNGTBAKSA-N,CNC(=O)C1CC(N2Cc3c(C#N)c(Cl)cc([C@@H](C)n4nc(C)c5c(N)ncnc54)c3O[C@@H](C)C2)C1,,,100.0,
CFMOL_010398,NMFFBSHIVVICBG-WHPGWMBPSA-N,CNC(=O)C1CC(N2Cc3c(C#N)c(Cl)cc([C@@H](C)n4nc(C)c5c(N)ncnc54)c3O[C@H](C)C2)C1,,,100.0,
CFMOL_010399,NMHNKDGNKVFOSH-VYRBHSGPSA-N,CC(NC(=O)c1cn2c(-c3cc4c(c(S(C)(=O)=O)c3)C(=O)N([C@@H](C)C3CC3)C4)cnc2c(N)n1)NC1CCOCC1,,,500.0,100.0
CFMOL_010400,NMIWNWRDCSCILW-LSJBEEMESA-N,Cc1ccn2c1C(=O)N(c1ccccc1)C([C@H](C)Nc1ncnc(N)c1-c1cc(O)c3ccn(S(=O)(=O)c4ccc(O)cc4F)c3c1)N2,,,5.0,
CFMOL_010401,NMIYXKUYIWWCLH-KCHZNAQISA-N,Cc1ccn2c1C(=O)N(c1ccccc1)C([C@H](C)Nc1ncnc3[nH]cc(-c4cc(NS(C)(=O)=O)cc(C(=O)N(C)C)c4)c13)N2,,,0.3,
CFMOL_010402,NMJDGTPENJILPL-UHFFFAOYSA-N,Nc1ncnn2c(-c3ccc4ncn(C5CCOCC5)c4c3)cc(-c3cnnn3C3CCOCC3)c12,,,2.0,
CFMOL_010403,NMKVRRAAIDPYAL-UHFFFAOYSA-N,CCc1ncnc(N2CCN(C)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,0.8899999999999999,,,
CFMOL_010404,NMKZNRPFVXJNNS-UHFFFAOYSA-N,COC1CN(C(=O)c2cnc(Nc3ccccc3C)c(NC(=O)c3csc4ccccc34)c2)C1,5500.0,,,
CFMOL_010405,NMLASYCUCSTTHB-UHFFFAOYSA-N,Cn1c(Cc2nc3ccc(F)cc3[nH]2)nc(N2CCOCC2)cc1=O,10000.0,739.0,5715.0,10000.0
CFMOL_010406,NMMARIWVKIIIES-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(CCC#N)C2CC2)cc1-c1cnc2c(N)nc(C(F)(F)F)nn12,,,500.0,100.0
CFMOL_010407,NMNZLBWDJYTREC-UHFFFAOYSA-N,O=S(=O)(Nc1cc(-c2cc3cccnc3cn2)cnc1Cl)c1ccc(F)cc1,10000.0,,,
CFMOL_010408,NMODKLMLUHUCAO-UHFFFAOYSA-N,Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(=O)OC(C)OC(=O)OC2CCCCC2)c1,100.0,,,
CFMOL_010409,NMPCSALLBCPIRX-BGYRXZFFSA-N,C[C@@H]1CN(C(=O)C(C)(C)O)C[C@H](C)N1c1cccc(-c2cc(-c3ccnn3C3CCOCC3)c3c(N)ncnn23)c1,,,3.9,
CFMOL_010410,NMPMPTIKEGQVIS-UHFFFAOYSA-N,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)cn3)nc2n1,1200.0,,,
CFMOL_010411,NMRMRRLTZFLVMO-UHFFFAOYSA-N,O=S(=O)(Nc1cc(-c2ccc3ncc(NCC4CCCNC4)nc3c2)cnc1Cl)c1ccc(F)cc1,2710.0,,,
CFMOL_010412,NMRXFPLAALTHGX-NSHDSACASA-N,CCn1c(C(=O)NCC(F)(F)F)nc2c(O[C@H]3CCN(C(=O)N4CC(OC)C4)C3)ncnc21,,,9.9,
CFMOL_010413,NMSXRZMAUBXJTF-UHFFFAOYSA-N,Cc1cccc2nc(C(C)Nc3nc(N)nc4nc[nH]c34)c(-c3ccccc3F)c(=O)n12,,,50.0,
CFMOL_010414,NMTAGJUTBDYZPT-UHFFFAOYSA-N,Cc1cc(C(C)Nc2ccccc2C(=O)O)c2oc(N3CCCC4(CNC(=O)C4)C3)cc(=O)c2c1,3000.0,,,
CFMOL_010415,NMUHWNOWYBANOE-UHFFFAOYSA-N,O=C(Nc1ccncc1)c1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1,71.0,,,
CFMOL_010416,NMVFVEZBADBZPU-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1cc(F)ccc1O)nn2Cc1cc2ccccc2nc1N1CCCC1,,,1000.0,
CFMOL_010417,NMWILMJPOZSGLP-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)c1nc(-c2cnn3ccc(Br)cc23)cs1,1000.0,1000.0,1550.0,
CFMOL_010418,NMXKBSHVCNIDLY-HNNXBMFYSA-N,C[C@H](Nc1nc(N)nc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1000.0,1000.0,100.0,550.0
CFMOL_010419,NMYCVZZTWKKZMC-UHFFFAOYSA-N,C#Cc1nc(C)n2c(-c3ccccc3)c(C(C)NC(=O)c3c(N)nn4cccnc34)cc(Cl)c12,,,2000.0,100.0
CFMOL_010420,NMYPMUUHYJXSQP-UHFFFAOYSA-N,Cc1cccc2cc(Cn3nc(-c4cn[nH]c4)c4c(N)ncnc43)n(C3CCN(C)CC3)c(=O)c12,,,1000.0,
CFMOL_010421,NMYYJYOMZYXQNE-UHFFFAOYSA-N,CC(c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)C(C)N1C=CC(F)C=C1,,29.0,,
CFMOL_010422,NMZOQFREGVBPSH-GOSISDBHSA-N,COc1ncc(-c2cc(O[C@@H]3CCOC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.88,0.34,0.35,1.5
CFMOL_010423,NNAJIJNYTXXVHO-UHFFFAOYSA-N,CN(C)C(=O)c1cccc(Nc2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)n2)c1,60.0,,,
CFMOL_010424,NNBQPBRMABHXMF-UHFFFAOYSA-N,NC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,83.0,,,
CFMOL_010425,NNBQUCVHXJRKQN-UHFFFAOYSA-N,CCn1c(=O)c2cnc(C)n2c2ccc(C(=O)NCc3cccnc3)cc21,3630.0,,,
CFMOL_010426,NNCBWKUTWBCNJI-UHFFFAOYSA-N,CC(C)C(=O)N1CCN(c2cccc(-c3cc(-c4cnnn4C4CCOCC4)c4c(N)ncnn34)c2)CC1,,,2.0,
CFMOL_010427,NNCNCNUUHFTRQN-FQEVSTJZSA-N,CC[C@H](Nc1ncnc2nc[nH]c12)c1nc2cccc(NCc3ccc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,392.0,,26.0,135.0
CFMOL_010428,NNCUJBCSLGFPNZ-UHFFFAOYSA-N,CNCCN(C)c1nc2c(C)cccc2cc1CNC(=O)C1(C(=O)NC)CC1,,,1000.0,
CFMOL_010429,NNDCTVHJWFAGEW-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(F)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,189.0,,,
CFMOL_010430,NNDPVHFOVISDJH-UHFFFAOYSA-N,CC(=O)N1CCN(c2cccc(-c3cc(-c4cnnn4C4CCOCC4)c4c(N)ncnn34)c2)C(c2cccnc2)C1,,,0.4,
CFMOL_010431,NNEMQQMVSKBECS-UHFFFAOYSA-N,Cn1nccc1-c1ccnc(-c2ncc(-c3ccccc3)[nH]2)c1,,,500.0,500.0
CFMOL_010432,NNFUKXUUULMJKZ-LLAIIODASA-N,[2H]C([2H])([2H])c1ccc([C@](O)(CO)C(F)(F)F)cc1C1=CNC(N)C(C(=O)N[C@@H](C)CO)=N1,,,100.0,100.0
CFMOL_010433,NNFUKXUUULMJKZ-XPQUCCBZSA-N,[2H]C([2H])([2H])c1ccc([C@](O)(CO)C(F)(F)F)cc1C1=CNC(N)C(C(=O)N[C@H](C)CO)=N1,,,100.0,100.0
CFMOL_010434,NNGKNLLIJRUUIP-ZDUSSCGKSA-N,Cc1cccc(-c2c([C@H](C)Nc3nc(N)nc(N)c3C#N)cc3ccc(F)cn3c2=O)c1,2000.0,,1.28,
CFMOL_010435,NNGQTCRXUOXQDN-VWLOTQADSA-N,CC[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(C#CCCCC(=O)N3CCOCC3)c2c(=O)n1-c1ccccc1,,,96.8,
CFMOL_010436,NNHNCZYOCFUTKD-KRWDZBQOSA-N,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(CC(=O)c3cn[nH]c3)c2c(=O)n1-c1ccccc1,2000.0,2000.0,2000.0,2000.0
CFMOL_010437,NNIUPKWLYFZZBP-UHFFFAOYSA-N,Nc1nc2cc(-c3ccc4ncc(N5CC(C(=O)N6CCN(CC7CC7)CC6)C5)nc4c3)ccc2o1,100.0,10000.0,1000.0,1000.0
CFMOL_010438,NNJFATAWXWTKJW-UHFFFAOYSA-N,O=C(c1nn(C2CCOC2)c2c1CS(=O)(=O)c1ccccc1-2)N1CCOCC1,890.0,890.0,890.0,890.0
CFMOL_010439,NNKJDDUDVQCZJC-KRWDZBQOSA-N,COc1cccnc1C#Cc1c(N)ncnc1N[C@@H](C)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,100.0,100.0,100.0,100.0
CFMOL_010440,NNLWFIKABAXKET-UHFFFAOYSA-N,NCC1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,,811.0,,
CFMOL_010441,NNLXPQJAYHKJRY-UHFFFAOYSA-N,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,213.0,,,
CFMOL_010442,NNNGINYONCTMLE-UHFFFAOYSA-N,CN(C)C(=O)C1CCCN(c2cc(C(F)(F)F)c3c(N)ncnn23)C1,,,847.0,
CFMOL_010443,NNOLOPQNKGAENQ-NSHDSACASA-N,C[C@H](Nc1ncnc(N)c1C(F)(F)F)c1nn2cccc2c(=O)n1-c1ccccc1,,,12.0,
CFMOL_010444,NNOZRJNRKIIEFG-GOSISDBHSA-N,Cc1nc(-c2cn3c(n2)-c2cc([C@@H](C)N4CCN(C(C)(C)CO)CC4)ncc2OCC3)n(C(C)C)n1,,,2.63,
CFMOL_010445,NNOZRJNRKIIEFG-SFHVURJKSA-N,Cc1nc(-c2cn3c(n2)-c2cc([C@H](C)N4CCN(C(C)(C)CO)CC4)ncc2OCC3)n(C(C)C)n1,,,2.1,
CFMOL_010446,NNPAZJJXFYKULG-UHFFFAOYSA-N,Nc1nc2cc(-c3cc(F)c4oc(N)nc4c3)ccc2o1,10000.0,1000.0,10000.0,100.0
CFMOL_010447,NNPDGTUAZVEQQP-UHFFFAOYSA-N,CC(C)n1c2c(n(C)c1=O)N=NC1CC(F)C(C3C=NC(OCCCN4CCC(F)CC4)=CC3)=CC21,10000.0,10000.0,10000.0,10000.0
CFMOL_010448,NNPNFQBRMCHWBW-UHFFFAOYSA-N,Nc1ncc(-c2nc(N3CCOCC3)c3ncccc3n2)cn1,7.0,,29.0,81.0
CFMOL_010449,NNPSXFFFVYGJII-UHFFFAOYSA-N,Cc1ccc(C(O)(C(N)=O)C(F)(F)F)cc1-c1cnc(N)c(C#Cc2ccccn2)n1,,,100.0,100.0
CFMOL_010450,NNQPDRGEWIIUBT-UHFFFAOYSA-N,CCCc1nc(-c2cc(C(O)(C(N)=O)C(F)(F)F)ccc2C)cnc1N,,,500.0,100.0
CFMOL_010451,NNRFJSBKXXYLRY-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(C(=O)Nc2ccccc2)cc1NC(=O)c1cc(F)cc(C(F)(F)F)c1,5500.0,,,
CFMOL_010452,NNRGDBFNOMUWIU-ARLHGKGLSA-N,CNC(=O)[C@@H](C)N1CC(c2c(C)c(Cl)cc(C(C)n3nc(C)c4c(N)ncnc43)c2OC)C1,,10.0,10.0,
CFMOL_010453,NNRVUOCNVCLYHH-UHFFFAOYSA-N,CC1CN(c2cnc3ccc(-c4ccc5oc(N)nc5c4)cc3n2)CC(C)N1,1000.0,1000.0,1000.0,1000.0
CFMOL_010454,NNSDRVJQCWFCOP-UHFFFAOYSA-N,CC(=O)Nc1ccc(Nc2cnnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccccc5)c4)cc23)cc1,,,3.3,
CFMOL_010455,NNTLLIDAXIUUPO-UHFFFAOYSA-N,O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,0.6,,,10.0
CFMOL_010456,NNUKUUVZZIPWSZ-UHFFFAOYSA-N,CCn1ncc(-c2nc3c(OC4CCN(c5cncc(C)n5)C4)ncnc3n2C)c1C,,,26.0,
